"[[37.10415000000006, -113.58411999999998]]"
"[[39.76660000000004, -94.85606999999999]]"
"[[38.62775000000005, -90.19955999999996]]"
"[[40.79373000000004, -77.86069999999995]]"
"[[32.44891000000007, -81.78332999999998]]"
"[[38.150010000000066, -79.07271999999995], [38.06547000000006, -78.89097999999996]]"
"[[44.52412000000004, -89.57478999999995]]"
"[[36.11665000000005, -97.05862999999994]]"
"[[37.953730000000064, -121.29045999999994], [38.13018000000005, -121.27551999999997]]"
"[[33.92438000000004, -80.34318999999994]]"
"[[40.86276000000004, -76.79619999999994]]"
"[[43.05042000000003, -76.14737999999994]]"
"[[33.434510000000046, -86.10268999999994], [33.171560000000056, -86.25024999999994]]"
"[[30.439770000000067, -84.28064999999998]]"
"[[27.946530000000052, -82.45926999999995], [27.771190000000047, -82.63875999999993], [27.965580000000045, -82.79974999999996]]"
"[[39.46649000000008, -87.41300999999999]]"
"[[33.425580000000025, -94.04824999999994]]"
"[[28.908370000000048, -81.97431999999998]]"
"[[41.65381000000008, -83.53625999999997]]"
"[[39.04928000000007, -95.67117999999994]]"
"[[41.80137000000008, -73.08619999999996]]"
"[[44.75999000000007, -85.61583999999993]]"
"[[40.21788000000004, -74.75939999999997]]"
"[[39.32612000000006, -120.21214999999995], [39.21926000000008, -121.06149999999997]]"
"[[32.22177000000005, -110.96976999999998]]"
"[[35.36240000000004, -86.21200999999996], [35.475970000000075, -86.08068999999995]]"
"[[36.15011000000004, -95.99351999999999]]"
"[[34.25741000000005, -88.70782999999994]]"
"[[33.210420000000056, -87.56624999999997]]"
"[[42.55619000000007, -114.46959999999996]]"
"[[32.34763000000004, -95.29429999999996]]"
"[[39.15093000000007, -123.2079]]"
"[[21.30493000000007, -157.85787999999997]]"
"[[43.095890000000054, -75.24257999999998], [43.215160000000026, -75.45335999999998]]"
"[[30.83472000000006, -83.28091999999998]]"
"[[38.10095000000007, -122.25494999999995], [38.24924000000004, -122.04429999999996]]"
"[[28.805940000000078, -97.00356999999997]]"
"[[39.48619000000008, -75.02613999999994], [39.42947000000004, -75.23405999999994]]"
"[[36.75528000000003, -76.05961999999994], [36.84686000000005, -76.28513999999996], [37.08358000000004, -76.48064999999997]]"
"[[36.33377000000007, -119.29258999999996], [36.07096000000007, -119.01619]]"
"[[31.57182000000006, -97.14949999999999]]"
"[[46.07068000000004, -118.34260999999998]]"
"[[32.62098000000003, -83.59989999999993]]"
"[[41.23881000000006, -85.85278999999997]]"
"[[38.890370000000075, -77.03195999999997], [32.735600000000034, -97.10771999999997], [4.740190000000041, -74.03078999999997]]"
"[[42.49329000000006, -92.34193999999997], [42.52833000000004, -92.44555999999994]]"
"[[43.19736000000006, -88.72046999999998], [42.92637000000008, -88.83700999999996]]"
"[[43.97586000000007, -75.91427999999996], [44.03764000000007, -75.76747999999998]]"
"[[44.95953000000003, -89.63030999999995]]"
"[[40.41871000000003, -80.58947999999998], [40.369620000000054, -80.63842999999997]]"
"[[47.41494000000006, -120.30521999999996]]"
"[[40.06398000000007, -80.72140999999993]]"
"[[42.835000000000036, -88.73811999999998], [42.671880000000044, -88.54542999999995]]"
"[[37.68698000000006, -97.33557999999994]]"
"[[33.908300000000054, -98.50098999999994]]"
"[[41.24094000000008, -77.00140999999996]]"
"[[34.23497000000003, -77.94599999999997]]"
"[[35.721960000000024, -77.91636999999997]]"
"[[39.184000000000026, -78.16404999999997]]"
"[[34.82170752490858, -79.31381964004522], [35.69862000000006, -81.69677999999999]]"
"[[44.39319000000006, -89.81636999999995], [44.66698000000008, -90.17362999999995]]"
"[[40.80612000000008, -81.93436999999994]]"
"[[42.26341000000008, -71.80218999999994]]"
"[[46.60448000000008, -120.50720999999999]]"
"[[39.964530000000025, -76.72429999999997], [39.800740000000076, -76.98285999999996]]"
"[[41.098100000000045, -80.65078999999997], [41.23621000000003, -80.81238999999994], [41.02436000000006, -80.65997999999996]]"
"[[39.14094000000006, -121.61984999999999]]"
"[[32.68549000000007, -114.62460999999996]]"
"[[39.940540000000055, -82.00138999999996]]"
